contig,contrast,logFC,logCPM,LR,PValue,FDR,Accession,Fullname,Altnames,Pfam,GO,CellularComponent,Molecular.Function,Biological.Process
contig-60_282,binary.seasonlate.and.fall,8.406707784,7.393903773,29.44165688,5.76E-08,3.41E-06,P30321 Q84505,DNA polymerase,, PF00136;PF03104;, GO:0003677;GO:0003887;GO:0004527;GO:0000166;GO:0006260;GO:0039693;, ,  F:DNA binding; F:DNA-directed DNA polymerase activity; F:exonuclease activity; F:nucleotide binding;,  P:DNA replication; P:viral DNA genome replication;
contig-60_1366398,binary.seasonlate.and.fall,8.410828724,4.454151582,29.17118612,6.63E-08,3.78E-06,,,, , , , , 
contig-60_21260,binary.seasonlate.and.fall,8.415292257,4.116231909,23.26424738,1.41E-06,4.08E-05,,,, , , , , 
contig-60_1710,binary.seasonlate.and.fall,8.416001519,4.64183025,40.22041031,2.27E-10,3.65E-07,,,, , , , , 
contig-60_123245,binary.seasonlate.and.fall,8.419097915,4.215897376,29.56570842,5.41E-08,3.26E-06,Q58YV9 Q5JBG3,O-antigen biosynthesis glycosyltransferase WbnK {ECO:0000305},"GDP-Fuc:beta-D-Gal-1,3-alpha-D-GalNAc-1,3-alpha-GalNAc-diphosphoundecaprenol alpha-1,2-fucosyltransferase {ECO:0000305};", PF01531;, GO:0016020;GO:0008107;GO:0009243;,  C:membrane;,  F:galactoside 2-alpha-L-fucosyltransferase activity;,  P:O antigen biosynthetic process;
contig-60_47422,binary.seasonlate.and.fall,8.419242475,5.361926063,32.48635751,1.20E-08,1.26E-06,,,, , , , , 
contig-60_1488,binary.seasonlate.and.fall,8.425600788,6.076422852,23.50046429,1.25E-06,3.67E-05,,,, , , , , 
contig-60_193091,binary.seasonlate.and.fall,8.43015363,3.91817,25.55499016,4.30E-07,1.53E-05,Q9LRE6 A0A0N7KSJ4 Q2R9L5 Q53NH0 Q53P50,DNA polymerase delta catalytic subunit,, PF00136;PF03104;PF14260;, GO:0043625;GO:0008296;GO:0051539;GO:0003677;GO:0003887;GO:0046872;GO:0000166;GO:0006287;GO:0045004;GO:0006261;GO:0006297;,  C:delta DNA polymerase complex;,"  F:3'-5'-exodeoxyribonuclease activity; F:4 iron, 4 sulfur cluster binding; F:DNA binding; F:DNA-directed DNA polymerase activity; F:metal ion binding; F:nucleotide binding;","  P:base-excision repair, gap-filling; P:DNA replication proofreading; P:DNA-dependent DNA replication; P:nucleotide-excision repair, DNA gap filling;"
contig-60_62675,binary.seasonlate.and.fall,8.435798901,4.167681871,29.56675635,5.40E-08,3.26E-06,,,, , , , , 
contig-60_167,binary.seasonlate.and.fall,8.436201584,6.198443729,26.52118575,2.61E-07,1.04E-05,P11112 Q9T0U7,Tail completion protein gp15 {ECO:0000305},Gene product 15;Tail connector protein 15 {ECO:0000305};Tail terminator protein {ECO:0000305};, PF16724;, GO:0019012;,  C:virion;, , 
contig-60_3019960,binary.seasonlate.and.fall,8.439860913,4.50863976,22.06489898,2.64E-06,6.86E-05,,,, , , , , 
contig-60_572810,binary.seasonlate.and.fall,8.440724479,6.60005687,21.52910703,3.48E-06,8.81E-05,P20311,DNA-directed DNA polymerase {ECO:0000255|HAMAP-Rule:MF_04101},Gene product 5;, PF00476;, GO:0008408;GO:0003677;GO:0003887;GO:0046872;GO:0000166;GO:0006261;GO:0039693;, ,  F:3'-5' exonuclease activity; F:DNA binding; F:DNA-directed DNA polymerase activity; F:metal ion binding; F:nucleotide binding;,  P:DNA-dependent DNA replication; P:viral DNA genome replication;
contig-60_16521,binary.seasonlate.and.fall,8.442962005,4.037609383,25.4288576,4.59E-07,1.62E-05,,,, , , , , 
contig-60_6677111,binary.seasonlate.and.fall,8.444447061,4.352955372,24.8461969,6.21E-07,2.09E-05,,,, , , , , 
contig-60_49721,binary.seasonlate.and.fall,8.445932273,3.956727083,23.14916536,1.50E-06,4.27E-05,,,, , , , , 
contig-60_3092,binary.seasonlate.and.fall,8.447259701,4.796539175,33.68703371,6.47E-09,9.71E-07,Q6WHE6,Portal protein {ECO:0000255|HAMAP-Rule:MF_04114},gp20 {ECO:0000255|HAMAP-Rule:MF_04114};, PF07230;, GO:0019028;GO:0099000;GO:0019072;GO:0019076;,  C:viral capsid;, ,"  P:viral genome ejection through host cell envelope, contractile tail mechanism; P:viral genome packaging; P:viral release from host cell;"
contig-60_951794,binary.seasonlate.and.fall,8.449128473,4.206411234,22.64718094,1.95E-06,5.29E-05,,,, , , , , 
contig-60_31858,binary.seasonlate.and.fall,8.45085873,4.040880728,32.83392514,1.00E-08,1.19E-06,Q56872 A1JN62,"GDP-mannose 4,6-dehydratase {ECO:0000255|HAMAP-Rule:MF_00955}",GDP-D-mannose dehydratase {ECO:0000255|HAMAP-Rule:MF_00955};, PF16363;, GO:0008446;GO:0070401;GO:0042351;GO:0019673;GO:0009243;, ,"  F:GDP-mannose 4,6-dehydratase activity; F:NADP+ binding;",  P:'de novo' GDP-L-fucose biosynthetic process; P:GDP-mannose metabolic process; P:O antigen biosynthetic process;
contig-60_2565883,binary.seasonlate.and.fall,8.451541832,3.708784495,29.00706486,7.21E-08,4.02E-06,,,, , , , , 
contig-60_193664,binary.seasonlate.and.fall,8.451812425,5.139319321,26.62463456,2.47E-07,1.00E-05,,,, , , , , 
contig-60_19673,binary.seasonlate.and.fall,8.452011895,5.416457658,29.10810533,6.85E-08,3.87E-06,,,, , , , , 
contig-60_219193,binary.seasonlate.and.fall,8.454207247,4.332536234,29.68277927,5.09E-08,3.12E-06,P46343,PhoH-like protein,, PF02562;, GO:0005737;GO:0005524;,  C:cytoplasm;,  F:ATP binding;, 
contig-60_118289,binary.seasonlate.and.fall,8.455780406,3.927733318,17.22497616,3.32E-05,0.00066664,,,, , , , , 
contig-60_5814,binary.seasonlate.and.fall,8.456381073,4.055513062,33.21504987,8.25E-09,1.06E-06,Q5UQN9,Uncharacterized protein R449,, , , , , 
contig-60_5553615,binary.seasonlate.and.fall,8.457060058,4.162950246,36.19377562,1.79E-09,5.49E-07,Q93VR3,"GDP-mannose 3,5-epimerase",, PF01370;, GO:0005829;GO:0047918;GO:0051287;GO:0019853;,  C:cytosol;,"  F:GDP-mannose 3,5-epimerase activity; F:NAD binding;",  P:L-ascorbic acid biosynthetic process;
contig-60_1537789,binary.seasonlate.and.fall,8.458018129,4.251125477,28.77784975,8.12E-08,4.36E-06,,,, , , , , 
contig-60_659498,binary.seasonlate.and.fall,8.459846736,4.091796966,35.00488823,3.29E-09,7.02E-07,,,, , , , , 
contig-60_2305315,binary.seasonlate.and.fall,8.46040073,4.259152875,35.19099052,2.99E-09,6.87E-07,,,, , , , , 
contig-60_15476,binary.seasonlate.and.fall,8.464710006,4.099371451,26.36557755,2.83E-07,1.10E-05,Q1I0V1,Uncharacterized protein VP1,, PF13884;, , , , 
contig-60_2485,binary.seasonlate.and.fall,8.464758894,5.069335727,26.29893576,2.92E-07,1.13E-05,,,, , , , , 
contig-60_807450,binary.seasonlate.and.fall,8.465384319,4.310471876,39.69360504,2.97E-10,3.65E-07,P10310,"Terminase, large subunit gp19",DNA maturase B;DNA-packaging protein B;Gene product 19;, , GO:0005524;GO:0004519;GO:0046872;, ,  F:ATP binding; F:endonuclease activity; F:metal ion binding;, 
contig-60_19088,binary.seasonlate.and.fall,8.466876662,6.005982942,27.27094491,1.77E-07,7.77E-06,,,, , , , , 
contig-60_72223,binary.seasonlate.and.fall,8.470787731,4.406140095,28.4139003,9.80E-08,4.93E-06,,,, , , , , 
contig-60_25178,binary.seasonlate.and.fall,8.474501258,4.75928454,30.73253802,2.96E-08,2.17E-06,,,, , , , , 
contig-60_3394652,binary.seasonlate.and.fall,8.475144988,4.257915845,27.58589899,1.50E-07,6.86E-06,,,, , , , , 
contig-60_951664,binary.seasonlate.and.fall,8.479616605,3.963466018,32.28775456,1.33E-08,1.33E-06,Q98514,Putative protein A464R,, PF00035;PF14622;, GO:0004525;GO:0003723;GO:0006396;GO:0016075;, ,  F:ribonuclease III activity; F:RNA binding;,  P:RNA processing; P:rRNA catabolic process;
contig-60_24797,binary.seasonlate.and.fall,8.48171849,4.883019842,29.32560306,6.12E-08,3.60E-06,,,, , , , , 
contig-60_7913,binary.seasonlate.and.fall,8.482047526,3.745129782,26.95953608,2.08E-07,8.74E-06,,,, , , , , 
contig-60_1244218,binary.seasonlate.and.fall,8.482482433,4.213165768,25.25821713,5.01E-07,1.74E-05,,,, , , , , 
contig-60_1598742,binary.seasonlate.and.fall,8.483418532,4.173038139,32.21794056,1.38E-08,1.34E-06,,,, , , , , 
contig-60_1073773,binary.seasonlate.and.fall,8.487164071,4.113163227,14.92773715,0.000111708,0.002022815,,,, , , , , 
contig-60_38635,binary.seasonlate.and.fall,8.488758745,4.578236896,26.08475275,3.27E-07,1.23E-05,,,, , , , , 
contig-60_135313,binary.seasonlate.and.fall,8.489867836,5.225173592,28.28773314,1.05E-07,5.15E-06,P17312 Q9T0U4 Q9T0U5 Q9T0U6,"Terminase, large subunit",DNA-packaging protein Gp17;Gene product 17;, PF03237;PF17289;, GO:0098009;GO:0005524;GO:0046872;GO:0004518;GO:0032359;GO:0019072;GO:0046797;,"  C:viral terminase, large subunit;",  F:ATP binding; F:metal ion binding; F:nuclease activity;,  P:provirus excision; P:viral genome packaging; P:viral procapsid maturation;
contig-60_427792,binary.seasonlate.and.fall,8.490204219,4.271204532,24.20499664,8.66E-07,2.72E-05,,,, , , , , 
contig-60_2651,binary.seasonlate.and.fall,8.494619774,5.128963362,33.35721553,7.67E-09,1.03E-06,Q5UQN0,Uncharacterized protein L437,, PF04665;, , , , 
contig-60_35200,binary.seasonlate.and.fall,8.495154531,4.15823926,20.48361912,6.01E-06,0.000141901,,,, , , , , 
contig-60_82130,binary.seasonlate.and.fall,8.496054499,4.110223044,22.88466449,1.72E-06,4.76E-05,,,, , , , , 
contig-60_1703752,binary.seasonlate.and.fall,8.498609603,4.066908002,28.75758369,8.20E-08,4.39E-06,Q8RA74,S-adenosylmethionine decarboxylase proenzyme {ECO:0000255|HAMAP-Rule:MF_00464},, PF02675;, GO:0004014;GO:0006557;GO:0008295;, ,  F:adenosylmethionine decarboxylase activity;,  P:S-adenosylmethioninamine biosynthetic process; P:spermidine biosynthetic process;
contig-60_2334897,binary.seasonlate.and.fall,8.499326006,4.543815218,21.25430191,4.02E-06,9.89E-05,,,, , , , , 
contig-60_581796,binary.seasonlate.and.fall,8.499500135,4.038115863,32.52686823,1.18E-08,1.25E-06,,,, , , , , 
contig-60_22218,binary.seasonlate.and.fall,8.503091448,4.540494347,28.65611634,8.64E-08,4.54E-06,Q87C76,Ribonuclease HI {ECO:0000255|HAMAP-Rule:MF_00042},, PF00075;, GO:0005737;GO:0000287;GO:0003676;GO:0004523;GO:0006401;,  C:cytoplasm;,  F:magnesium ion binding; F:nucleic acid binding; F:RNA-DNA hybrid ribonuclease activity;,  P:RNA catabolic process;
contig-60_2024833,binary.seasonlate.and.fall,8.50349299,5.762581823,24.07087402,9.29E-07,2.87E-05,,,, , , , , 
contig-60_71392,binary.seasonlate.and.fall,8.503635694,4.203968659,24.0455132,9.41E-07,2.89E-05,,,, , , , , 
contig-60_87216,binary.seasonlate.and.fall,8.504859781,4.132312729,27.99534043,1.22E-07,5.83E-06,Q8PBX8,Ribonuclease H {ECO:0000255|HAMAP-Rule:MF_00042},, PF00075;, GO:0005737;GO:0000287;GO:0003676;GO:0004523;GO:0043137;GO:0090502;,  C:cytoplasm;,  F:magnesium ion binding; F:nucleic acid binding; F:RNA-DNA hybrid ribonuclease activity;,"  P:DNA replication, removal of RNA primer; P:RNA phosphodiester bond hydrolysis, endonucleolytic;"
contig-60_17103,binary.seasonlate.and.fall,8.511909042,4.763402281,37.30644396,1.01E-09,4.37E-07,,,, , , , , 
contig-60_7974643,binary.seasonlate.and.fall,8.512926317,3.939929037,30.72976077,2.97E-08,2.17E-06,,,, , , , , 
contig-60_155865,binary.seasonlate.and.fall,8.514312118,4.751029511,16.69374083,4.39E-05,0.000858811,P50192,Modification methylase HphIA,Cytosine-specific methyltransferase HphIA;M.Hphi(C);, PF00145;, GO:0003886;GO:0009307;, ,  F:DNA (cytosine-5-)-methyltransferase activity;,  P:DNA restriction-modification system;
contig-60_2726,binary.seasonlate.and.fall,8.515626742,4.744896424,28.41127057,9.81E-08,4.93E-06,,,, , , , , 
contig-60_135851,binary.seasonlate.and.fall,8.515647943,3.862937369,15.13620325,0.000100027,0.001832483,Q9F407,Protein RecA,Recombinase A;, PF03161;PF00154;, GO:0005737;GO:0005524;GO:0008094;GO:0004519;GO:0003697;GO:0006310;GO:0006281;GO:0016539;GO:0009432;,  C:cytoplasm;,  F:ATP binding; F:DNA-dependent ATPase activity; F:endonuclease activity; F:single-stranded DNA binding;,  P:DNA recombination; P:DNA repair; P:intein-mediated protein splicing; P:SOS response;
contig-60_5392,binary.seasonlate.and.fall,8.51627372,5.227707604,21.2864083,3.96E-06,9.74E-05,O41156,Probable flavin-dependent thymidylate synthase {ECO:0000250|UniProtKB:Q9WYT0},FAD-dependent thymidylate synthase {ECO:0000250|UniProtKB:Q9WYT0};, PF02511;, GO:0050660;GO:0050797;GO:0006231;GO:0006235;, ,  F:flavin adenine dinucleotide binding; F:thymidylate synthase (FAD) activity;,  P:dTMP biosynthetic process; P:dTTP biosynthetic process;
contig-60_183819,binary.seasonlate.and.fall,8.518200436,4.432486996,23.80282641,1.07E-06,3.20E-05,,,, , , , , 
contig-60_3015816,binary.seasonlate.and.fall,8.519983443,3.9158731,26.52954648,2.60E-07,1.04E-05,,,, , , , , 
contig-60_77935,binary.seasonlate.and.fall,8.52588309,4.772541682,33.24291065,8.13E-09,1.06E-06,,,, , , , , 
contig-60_260259,binary.seasonlate.and.fall,8.529236543,4.26321492,21.99526983,2.73E-06,7.08E-05,,,, , , , , 
contig-60_6401837,binary.seasonlate.and.fall,8.53194776,4.359728237,31.54753103,1.95E-08,1.65E-06,,,, , , , , 
contig-60_2051723,binary.seasonlate.and.fall,8.532208607,5.296979157,36.87566363,1.26E-09,4.67E-07,,,, , , , , 
contig-60_1818,binary.seasonlate.and.fall,8.533468968,5.469754899,31.96444657,1.57E-08,1.44E-06,A7U6E9,Major capsid protein,, PF16903;PF04451;, GO:0019028;GO:0005198;,  C:viral capsid;,  F:structural molecule activity;, 
contig-60_63177,binary.seasonlate.and.fall,8.535887639,4.003650068,31.86361773,1.65E-08,1.49E-06,,,, , , , , 
contig-60_19805,binary.seasonlate.and.fall,8.536998887,4.131198504,30.16539225,3.97E-08,2.66E-06,,,, , , , , 
contig-60_177567,binary.seasonlate.and.fall,8.538754777,3.984824517,30.45436924,3.42E-08,2.39E-06,,,, , , , , 
contig-60_609466,binary.seasonlate.and.fall,8.53926946,3.918482696,24.10131366,9.14E-07,2.84E-05,,,, , , , , 
contig-60_2272901,binary.seasonlate.and.fall,8.539667302,7.451834743,13.34390365,0.000259264,0.004412726,,,, , , , , 
contig-60_25453,binary.seasonlate.and.fall,8.542435598,4.260273266,31.77572526,1.73E-08,1.52E-06,P73627,Uncharacterized protein sll1770,, PF03109;, GO:0005524;GO:0004672;, ,  F:ATP binding; F:protein kinase activity;, 
contig-60_183014,binary.seasonlate.and.fall,8.544100333,4.331757836,25.89176752,3.61E-07,1.33E-05,Q5DU32 Q7TPR5 Q80VV7 Q9QYT1 Q9Z168 Q9Z171,E3 ubiquitin-protein ligase HERC2,HECT domain and RCC1-like domain-containing protein 2;HECT-type E3 ubiquitin transferase HERC2;, PF03256;PF11515;PF00173;PF00632;PF06701;PF00415;PF00569;, GO:0005814;GO:0005737;GO:0005743;GO:0005634;GO:0032183;GO:0031625;GO:0004842;GO:0008270;GO:0006974;GO:0006281;GO:0043161;GO:0016567;GO:0007283;,  C:centriole; C:cytoplasm; C:mitochondrial inner membrane; C:nucleus;,  F:SUMO binding; F:ubiquitin protein ligase binding; F:ubiquitin-protein transferase activity; F:zinc ion binding;,  P:cellular response to DNA damage stimulus; P:DNA repair; P:proteasome-mediated ubiquitin-dependent protein catabolic process; P:protein ubiquitination; P:spermatogenesis;
contig-60_4890,binary.seasonlate.and.fall,8.548140555,5.334128565,29.8897978,4.57E-08,2.92E-06,P17312 Q9T0U4 Q9T0U5 Q9T0U6,"Terminase, large subunit",DNA-packaging protein Gp17;Gene product 17;, PF03237;PF17289;, GO:0098009;GO:0005524;GO:0046872;GO:0004518;GO:0032359;GO:0019072;GO:0046797;,"  C:viral terminase, large subunit;",  F:ATP binding; F:metal ion binding; F:nuclease activity;,  P:provirus excision; P:viral genome packaging; P:viral procapsid maturation;
contig-60_50704,binary.seasonlate.and.fall,8.548943937,4.36668925,32.08440518,1.48E-08,1.38E-06,,,, , , , , 
contig-60_156124,binary.seasonlate.and.fall,8.557459635,3.971728937,18.11350053,2.08E-05,0.000435952,,,, , , , , 
contig-60_3824396,binary.seasonlate.and.fall,8.557813742,4.156683082,27.83107831,1.32E-07,6.26E-06,,,, , , , , 
contig-60_34773,binary.seasonlate.and.fall,8.559222577,5.748299423,30.0689789,4.17E-08,2.74E-06,,,, , , , , 
contig-60_429893,binary.seasonlate.and.fall,8.559732015,4.382420678,27.65661307,1.45E-07,6.67E-06,P15075,Head completion protein Gp50,Protein Gp4;, , , , , 
contig-60_1029680,binary.seasonlate.and.fall,8.563536617,4.311116839,29.07271231,6.97E-08,3.90E-06,,,, , , , , 
contig-60_3302685,binary.seasonlate.and.fall,8.566364411,4.253878652,32.98189401,9.30E-09,1.12E-06,,,, , , , , 
contig-60_170500,binary.seasonlate.and.fall,8.571506441,4.849916256,22.151953,2.52E-06,6.62E-05,,,, , , , , 
contig-60_3281935,binary.seasonlate.and.fall,8.572385483,4.144968433,33.27287229,8.01E-09,1.05E-06,,,, , , , , 
contig-60_230322,binary.seasonlate.and.fall,8.574102109,5.04030883,42.51382054,7.02E-11,3.15E-07,P20703,ATP-dependent DNA helicase uvsW,Dar protein;, PF00271;PF04851;PF11637;, GO:0005524;GO:0003677;GO:0004386;, ,  F:ATP binding; F:DNA binding; F:helicase activity;, 
contig-60_3625489,binary.seasonlate.and.fall,8.575739687,3.91723029,25.35026225,4.78E-07,1.67E-05,P34534 Q8MQ00,"Putative DNA topoisomerase 2, mitochondrial",, PF00204;PF00521;PF02518;PF01751;PF16898;, GO:0005739;GO:0005634;GO:0005524;GO:0003677;GO:0003918;GO:0046872;GO:0006265;GO:0044774;GO:0000712;GO:0000819;,  C:mitochondrion; C:nucleus;,  F:ATP binding; F:DNA binding; F:DNA topoisomerase type II (ATP-hydrolyzing) activity; F:metal ion binding;,  P:DNA topological change; P:mitotic DNA integrity checkpoint; P:resolution of meiotic recombination intermediates; P:sister chromatid segregation;
contig-60_967995,binary.seasonlate.and.fall,8.576303317,4.772838648,26.14738684,3.16E-07,1.20E-05,,,, , , , , 
contig-60_1004569,binary.seasonlate.and.fall,8.576703043,4.169564559,35.20773061,2.96E-09,6.87E-07,,,, , , , , 
contig-60_1803,binary.seasonlate.and.fall,8.578521848,4.446400537,33.14653401,8.55E-09,1.08E-06,,,, , , , , 
contig-60_502323,binary.seasonlate.and.fall,8.579751911,4.136037221,30.95691478,2.64E-08,1.98E-06,,,, , , , , 
contig-60_380555,binary.seasonlate.and.fall,8.579776545,4.284482873,30.64432486,3.10E-08,2.23E-06,,,, , , , , 
contig-60_62548,binary.seasonlate.and.fall,8.5838272,4.179317559,30.31488602,3.67E-08,2.51E-06,,,, , , , , 
contig-60_7287754,binary.seasonlate.and.fall,8.585134711,4.117306118,25.70452202,3.98E-07,1.44E-05,,,, , , , , 
contig-60_7367000,binary.seasonlate.and.fall,8.585495109,4.021963492,17.28238656,3.22E-05,0.000648383,,,, , , , , 
contig-60_7080698,binary.seasonlate.and.fall,8.589172091,4.152909762,26.09737842,3.25E-07,1.22E-05,,,, , , , , 
contig-60_20581,binary.seasonlate.and.fall,8.589408526,4.195054864,33.13372619,8.60E-09,1.09E-06,P15808 Q54VM0,Flavin-dependent thymidylate synthase {ECO:0000250|UniProtKB:Q9WYT0},FAD-dependent thymidylate synthase {ECO:0000250|UniProtKB:Q9WYT0};Thymidylate synthase thy1 {ECO:0000250|UniProtKB:Q9WYT0};, PF02511;, GO:0045335;GO:0050660;GO:0070402;GO:0050797;GO:0004799;GO:0006231;GO:0006235;,  C:phagocytic vesicle;,  F:flavin adenine dinucleotide binding; F:NADPH binding; F:thymidylate synthase (FAD) activity; F:thymidylate synthase activity;,  P:dTMP biosynthetic process; P:dTTP biosynthetic process;
contig-60_3361,binary.seasonlate.and.fall,8.594942206,5.638362761,25.81538992,3.76E-07,1.38E-05,Q5UP57,Putative prolyl 4-hydroxylase,"Procollagen-proline,2-oxoglutarate-4-dioxygenase;", PF13640;, GO:0019012;GO:0005506;GO:0031418;GO:0004656;,  C:virion;,  F:iron ion binding; F:L-ascorbic acid binding; F:procollagen-proline 4-dioxygenase activity;, 
contig-60_60205,binary.seasonlate.and.fall,8.596578287,4.115474986,34.52578956,4.21E-09,7.97E-07,,,, , , , , 
contig-60_2238291,binary.seasonlate.and.fall,8.597531209,4.30959028,17.55798077,2.79E-05,0.000569947,,,, , , , , 
contig-60_679793,binary.seasonlate.and.fall,8.597550161,4.527857609,24.69606127,6.71E-07,2.22E-05,,,, , , , , 
contig-60_195650,binary.seasonlate.and.fall,8.59982396,5.090345742,15.09017044,0.000102496,0.00187458,,,, , , , , 
contig-60_855912,binary.seasonlate.and.fall,8.600428806,5.092391526,16.17512246,5.77E-05,0.001112504,,,, , , , , 
contig-60_173717,binary.seasonlate.and.fall,8.600514999,4.079463923,32.70070602,1.07E-08,1.22E-06,Q52118,Uncharacterized protein in mobD 3'region,, PF00805;, , , , 
contig-60_7760865,binary.seasonlate.and.fall,8.600660891,4.297988345,29.2430725,6.38E-08,3.69E-06,Q6H952,Photosystem II D2 protein,Photosystem Q(A) protein;, PF00124;, GO:0044160;GO:0016021;GO:0016168;GO:0045156;GO:0046872;GO:0009772;GO:0018298;,  C:host thylakoid membrane; C:integral component of membrane;,"  F:chlorophyll binding; F:electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity; F:metal ion binding;",  P:photosynthetic electron transport in photosystem II; P:protein-chromophore linkage;
